ID,Aggregate number,Module title,Member genes
M16.17,A17,Gene transcription,"ABCD3, ADAMTS4, AFAP1, ARID5A, ARMC8, ARPC4, ARPP-19, ATP5L, AUH, BAT3, BEX1, BMP2K, C3ORF63, C5ORF21, CALML4, CC2D1A, CPM, CSNK2A1, DDR1, DEDD, DNAI2, DYDC2, EFNA4, EIF5, FAM73B, FEZ1, FXC1, FXYD5, GCM1, HIGD1A, HIST1H2BJ, HOXB6, HOXB6, HS.436060, HS.436679, HS.557590, HS.558911, HS.561130, HS.573549, HS.576373, HTRA2, IRF2, IRF2BP2, KRTAP20-2, LGALS12, LOC440258, LOC642082, LOC644117, LOC644482, LOC644846, LOC646135, LOC647890, LOC653073, LOC653720, LOC654161, LOC654260, LYPD1, MBP, OLFM1, PDGFA, PHF1, PIGA, PLAC2, PPFIA1, PRR3, RAB4B, RGS6, RNF214, SF3B1, SLC25A20, ST5, STMN2, STX5, SURF2, TCTA, TCTEX1D1, TRIM13, TRIO, TROVE2, UBC, VPS24, VPS24, ZFAND2B, ZNF10, ZNF473"
M16.18,A5,TBD,"AHI1, BBS9, C11ORF31, C16ORF14, C17ORF75, C18ORF54, C1ORF149, C1ORF165, C1ORF97, C21ORF45, C5ORF20, CCDC111, CD3D, CORO1B, CRYBB2, CYP2U1, DCHS1, DFNA5, DISP1, DKFZP564O0523, DOCK7, DSC1, DSC1, EFNA1, ERCC2, EXTL2, FAM24B, FTSJ3, GCET2, GIT1, GNA11, GPATCH4, GPR55, HS.185764, HS.46839, HS.569104, KIAA0133, KIF21A, LOC401431, LOC648605, LOC652837, LYPD2, MGC52282, MPP6, MTP18, MYST2, NANOS1, NMUR1, NR3C2, NRCAM, PABPC3, PER3, PHLPPL, PLCL1, PPAP2A, PPIL3, PTDSS2, RAGE, RGMB, RPL10L, RTKN2, SALL2, SERPINH1, SLC12A2, SLC20A2, SLC29A2, SNRPD1, SPAG16, SPINK2, TAF6, TBCCD1, TCEAL1, TCEAL4, TMTC4, TNC, TOX, WDR5B, ZNF181, ZNF280D, ZNF415, ZNF416, ZNF543, ZNF681"
M16.19,A18,TBD,"ACCN3, ADAM15, ADCY2, AGPAT3, AP2A1, AP4S1, ARL4A, BRD4, C5ORF4, CDC42EP1, CLEC14A, CLIC2, CMTM3, DMRTB1, DPYSL5, EPB41, EPHA8, ERO1LB, FAM21C, FARP2, FGF23, FIBCD1, FIT1, FLCN, FSD1, GCOM1, GPR175, HOXD3, HS.116870, HS.137598, HS.149244, HS.242159, HS.352818, HS.423336, HS.538990, HS.543865, HS.544069, HS.545454, HS.552431, HS.557481, HS.559564, HS.564949, HS.566514, HS.578895, HS.579013, HS.579479, HS.582701, ICAM4, IRX1, KCMF1, LARP4, LOC161527, LOC285453, LOC402066, LOC642468, LOC643272, LOC647363, LOC649604, LOC653765, MBNL3, MEGF10, NCAN, NR1D1, NRIP3, PHF2, PPP2R4, RGR, RHPN1, RNF187, ROPN1B, SDSL, SLC30A3, SLC35A2, SMPD4, SNHG10, SRGAP2, SS18, STEAP3, SUV39H2, TRIML1, YIPF2, ZBTB7B"
M16.20,A23,TBD,"ARL6IP4, ART4, ASH1L, ATF7, ATP5G2, C17ORF73, CETN1, CHRNA2, CRB3, CST9, DPCR1, FAM21B, FER1L5, FLJ32955, FRMPD3, GBAP, GLIPR1L2, GPC5, HCN3, HDLBP, HS.125470, HS.441213, HS.505855, HS.541100, HS.548213, HS.560732, HS.566764, HS.573497, HS.578850, HS.581662, HS.98466, IL17RC, INPP5A, LOC145820, LOC283174, LOC283871, LOC284194, LOC340113, LOC642316, LOC642740, LOC643834, LOC645079, LOC646604, LOC647778, LOC648526, LOC650620, LOC651137, LOC651763, LOC652045, LOC652231, LOC652673, LOC653696, LRP2BP, MAPK15, MUSTN1, NCDN, NFKBIZ, NLGN2, OR1L8, OR2T12, OR52D1, OSBPL3, OXCT2, PADI1, PDZD11, PGLYRP4, PLA2G10, PLCB1, PPP2R3A, PRICKLE2, RNASE10, RTN3, SCP2, SERPINB7, SLC16A2, SOX30, SP6, TFAP4, ZNF470, ZNRF3, ZWINT"
M16.21,A15,TBD,"ATXN2L, C11ORF61, C6ORF60, C6ORF85, CCDC15, CENPJ, CHTF18, CLEC2D, CTAGE6, DCBLD2, DMXL1, DNA2, DPY19L4, ERMN, FANCB, FOXP1, GAL3ST4, GIGYF1, GRASP, H2AFJ, HERC4, HNRPH1, HS.117299, HS.128708, HS.145307, HS.442773, HS.443189, HS.547551, HS.561656, HS.565244, ICOSLG, IFT88, IGSF9B, KLHL17, LOC643438, LOC643453, LOC644845, LOC648226, LOC648453, LOC648749, LOC650114, LOC652479, LOC653524, LOC653596, LOC729137, LYG1, MASTL, MPI, NEIL1, NFRKB, NR1D2, NUMA1, PCYOX1L, PLGLB1, PRR3, RABL2B, RBBP6, RG9MTD2, RNPC2, RUFY2, SAMD1, SASS6, SEC31B, SLC23A3, SLC4A8, SUMO4, SYNE2, TAF1, TMEM16J, TUBE1, TXNDC4, UGP2, VAPA, WDR86, WHSC1L1, ZNF225, ZNF335, ZNF514, ZNF598, ZNF673"
M16.22,A33,TBD,"ACSL3, ADAM9, ANKRD34B, AQP12A, ATP9A, ATPBD1C, BCL6, C14ORF101, C9ORF106, CCDC147, CLEC5A, COL17A1, CXCL14, DISC1, GPR42, GPR77, HIPK3, HPGD, HS.128615, HS.208623, HS.369978, HS.474713, HS.544245, HS.563795, HS.566482, IGF1R, IL4R, IVNS1ABP, KIF1B, KREMEN1, LAT2, LILRA6, LOC400499, LOC400499, LOC440525, LOC441124, LOC641693, LOC642120, LOC642816, LOC646309, LOC646424, LOC653867, LOC730953, MAST4, METTL7B, MYO10, NTNG2, PADI2, PCOLCE2, PGM5, PNRC1, RAB27A, SERPINB10, SERTAD3, SLC25A40, SLC26A8, SMARCD3, SOCS3, STRN, TMCC3, TMEM119, TMEM185B, TMLHE, TNCRNA, TOM1, TOR1AIP2, TP53I11, TPH1, UPB1, UPP1, USP32, VASP, VNN3, WDFY3, WDR38, ZAK, ZNF254"
M16.23,A17,Cell cycle,"ADCK5, ALG11, ANKRD32, APOO, ARID4A, ATPBD3, BMF, C10ORF141, C11ORF74, C17ORF79, C21ORF58, C6ORF211, C9ORF7, CCDC126, CCDC18, CHST2, CSHL1, CSNK1G3, CYORF15A, CYORF15B, DNPEP, EGR3, EIF1AY, EIF1AY, EXOC4, FKBP4, FLYWCH2, FMO6P, FOXRED2, FUS, FZD1, GCNT2, GINS3, GOLPH4, GPM6A, HINT3, HS.558286, HS.98330, HUS1B, IKZF2, ISYNA1, JARID1D, KCNN4, LOC400566, LOC642236, LOC728734, MAP2K7, MED22, MOCS1, MPDU1, MRE11A, NEO1, NR2C2, PAIP1, PAPOLG, PGGT1B, PIAS2, PINX1, POLR3F, PRKY, PSMD11, RPS4Y1, RPS4Y2, SFXN4, SMU1, SPTLC1, TCHP, TMEM180, TNFSF8, TRIM39, TSPAN17, UTY, VPS41, WHSC2, WNT16, ZNF3, ZSWIM3"
M16.24,A6,T cells,"ATP2C1, BIN2, BP75, C14ORF43, C2ORF18, C7ORF28B, CAPN7, CAPRIN1, CAPRIN2, CD82, CD8B, CD8B, CLASP2, COG3, CYP27A1, DGCR14, EPC1, EZH2, FAM134B, FXR1, GALT, GART, GPR132, GSTM1, HAPLN3, HNRPH2, HPS3, HS.250648, HS.443123, ITPA, KIAA1429, KIF3B, LCP2, LOC649210, LOC650034, LOC652694, LOC727848, MAFG, MAML1, MBD1, MBD2, MBTPS1, MIA3, MPEG1, MRPL47, NDUFA10, PJA1, PKN1, POU2F2, PPP2R5D, PTP4A3, PTRH1, QRICH1, RBM15B, REL, RUVBL1, RUVBL2, SATB1, SDCCAG3, SH2B1, SH2D3C, ST6GAL1, TAZ, TCF7, TCF7, TPP2, UBAP2, UQCC, UTP14A, WASF2, WDR20, ZC3H14, ZFX, ZNF37A"
M16.25,A6,TBD,"ACLY, APTX, ARID2, ARS2, ASB3, ATAD1, C15ORF40, C17ORF63, C1ORF52, C1ORF97, C8ORF76, CAMSAP1, CAPRIN1, CASP2, CCDC95, CD1A, CHD1, CLK2, E2F6, EIF4B, FAM104B, FAM39DP, FGD2, GSG1L, HCCS, HS.126245, HS.573264, INOC1, INPP5F, INTS1, LOC23117, LOC440341, LOC613037, LOC653344, LOC90379, LOC91561, MAP3K14, MBNL1, MED23, MPHOSPH8, NT5DC1, ODF2, PDIK1L, POFUT1, PREPL, PRPF8, PWWP2B, RBBP5, RBED1, RBM10, RNF34, RORA, RPS27, RSBN1, RSRC2, SCYL3, SLC35C2, SMARCAL1, SMN1, SNAPC3, SPIN1, TBCD, TLE1, TTC15, UBE2D2, UBXD2, USP48, VPS52, XPR1, ZC3H4, ZCCHC9, ZNF187, ZNF549, ZNF654"
M16.26,A26,TBD,"AADACL1, ACACA, ACOX3, AMZ2, AP1S2, ARL6IP5, ATF4, AURKAIP1, BCAP31, C11ORF54, C11ORF68, C20ORF177, C5ORF15, C8ORF41, CALM1, CCND3, CDC37, CDCA4, CDV3, CFL1, CLEC10A, CMTM7, CPSF3L, CSK, CTSH, DEGS1, DNAJA1, ELF4, ERLIN2, ERN1, FAM103A1, FAM89A, GDI2, HMGCL, HS.569162, HSP90B1, LOC401052, LOC401152, LOC653874, MAD2L2, MDH2, MOSPD3, MTHFD2, N-PAC, NDC80, NFKBIB, NSMCE2, PAQR4, PARD6A, PDIA5, PDLIM7, PFN1, PGK1, PGLS, PHF19, PREB, SDHC, SETD3, SLC9A6, SORBS3, SSU72, SULT1A3, TADA3L, TATDN3, THAP7, TMEM149, TTF1, UBC, VAMP7, VPS37A, ZDHHC3, ZFPL1"
M16.27,A32,TBD,"ADD1, AP3S2, ARF3, ATG3, ATP7A, BTBD7, C10ORF47, C6ORF151, CCDC131, CDH2, CHMP4B, COX6B1, CUL4A, DHRSX, DNAJC13, EIF4EBP3, EIF4G2, FAM69A, FBXW11, FBXW2, FCN1, GIMAP4, GTF2E1, H2AFY, HS.363526, HS.369017, HS.426929, HS.534680, HS.556018, HS.563361, HS.568690, HYAL3, JTB, KIT, KLF12, KLF2, LASP1, LOC643389, LPIN2, LTA4H, LY6G5C, MLL5, MPZL2, P2RY2, PAQR7, PIGO, PKNOX1, PKP4, PLEKHM2, PURB, RAB37, RRAGB, S100A4, S100A9, SCAND1, SEC16A, SGPL1, SPHK1, SSH3, STK24, TMEM11, TRERF1, TTC9C, TTLL4, UBR4, UNC13A, WDFY2, WHSC1L1, ZHX2"
M16.28,A15,TBD,"ADRA2A, AKAP11, ATRX, BCAS4, BMP8B, BRUNOL6, BTBD1, C17ORF80, CBX2, COG5, CXORF15, CYORF15B, DDB1, DIDO1, FAM156A, FLJ37464, FLJ40113, FLJ45966, GGPS1, GPM6B, HELB, HS.186848, HS.563639, HS.570617, HS.572495, HS.577681, HS.579070, HS.72010, IL6ST, KCTD5, LHFPL3, LIG3, LOC163233, LOC202181, LOC388237, LOC440349, LOC641978, LOC644284, LOC648490, LOC652184, LOC652790, MGC70863, MRRF, MTERFD2, NFATC2IP, NGFRAP1, NR2F2, NSUN5B, PARP15, PCBD2, PHKB, PHOSPHO2, PILRB, PMS2L1, PPP1R16A, PRRT2, RABL2A, RG9MTD3, SEC23A, SHOX2, ST3GAL1, STRC, TRAPPC2, ZBTB39, ZMYM5, ZNF286A, ZNF586"
M16.29,A8,TBD,"ABCC1, ANKRD26, ARMC10, BCOR, CAMK2D, CASP6, CDK8, CDKAL1, DHFRL1, DUSP10, ECHDC1, ERO1LB, FAM76A, FIGNL1, GALNT12, GATC, GFPT1, GOLGA6B, GRINL1A, HLTF, HS.540121, HS.567392, HS.575603, HS.62314, KIAA0776, LBH, LIN9, LOC201725, LOC388681, LOC645052, LOC96610, LRRC40, MAML2, MAP4K3, MCCC2, MDN1, METTL6, MYST4, N6AMT1, NARG2, NUS1, OPN3, OR7E156P, PARG, PDE6B, PIGW, PKD2, PPP2R1B, SLAIN1, STMN1, THYN1, TNRC6C, TRIM35, VNN2, ZBTB38, ZNF121, ZNF138, ZNF493, ZNF567, ZNF679, ZNF813, ZNF92"
M16.30,A8,Complement,"ALG1, ALS2CR4, APOBEC3H, BPNT1, C1QB, C2, C20ORF127, CAV1, CCNE1, CLDN23, CPSF6, CTLA4, CTLA4, CXORF21, EDARADD, EID1, EZH2, GALK2, GCH1, GPR82, HNRNPA1, HS.270778, HS.551847, HS.554445, HSD17B7P2, ICA1, IL15, ITIH4, LOC401845, LOC642732, LOC646817, LOC647460, LOC648366, LOC650274, LOC652102, LOC652113, LOC652126, LOC654174, MCAT, MCM8, MTE, MTHFD1, NME1, NOLA1, NQO1, PDCD1, PGAM5, PRR11, PSEN2, PXMP4, RFC3, RGPD2, RNF34, SGOL2, STOML1, TEP1, TIMD4, TRIM14, TRIM5, TRIM69, UBA2, ZBTB32"
M16.31,A6,TBD,"ANKRD32, ARHGAP24, BCL2, BTBD15, C10ORF119, C10ORF73, C17ORF85, C1ORF160, C7ORF24, CSDE1, CSTF2T, DCPS, DNAJB12, DTX1, EED, ELAC2, EWSR1, EXT2, FLJ14154, FST, HDAC7A, HEATR6, HIAT1, HPS5, HS.4988, IL21R, KDELC2, KIAA0859, LIN7C, LMAN2L, LMNB2, LOC643452, LOC653171, LRRC41, LRRC58, MAP2K5, MESDC1, MRPL35, MRTO4, MTRF1, NASP, P2RY11, PAK1IP1, PLAG1, PLCL2, PWWP2A, RACGAP1, SARS2, SLC5A6, SRGAP2, STRBP, SYAP1, TBC1D13, TMEM57, TMEM97, TNFRSF13C, TRAP1, UBE1DC1, VPS33A, ZFP3, ZNF331, ZWILCH"
M16.32,A26,TBD,"ACTB, APIP, ARPC2, ASF1A, ATG4A, BCL7B, C11ORF17, C9ORF6, CCDC28B, CDCA8, CENPA, COX7C, DAZAP2, DCI, DMN, ETNK1, EZH2, FABP5, FAM127B, FAM33A, GTF3A, HELLS, HJURP, HS.372654, HS.535392, IKZF5, KLHDC2, KPNA4, LDHA, LOC387934, LOC648868, LRRC57, MEIS3P1, MGC70857, MRCL3, NUP37, OTUD1, PSMB10, RDBP, RPS6KB2, RTN4, SC5DL, SLC25A11, SLC30A1, SLC35A5, SLC39A8, SNAPIN, SPSB2, TADA1L, TBCA, TCEB2, TIMM17B, TMEM33, TMEM9B, UBE2E3, UBE2T, VKORC1L1, ZDHHC13, ZMPSTE24"
M16.33,A15,TBD,"ANKRD36, ASL, C21ORF66, DHX57, DNMT3A, EIF2C3, ETV3, FAM91A2, FLJ11292, GPR125, HEATR3, HIP1R, HM13, HS.131041, HS.191464, HS.201113, HS.225887, HS.357539, HS.384605, HS.445274, HS.464414, HS.539623, HS.544679, HS.550111, HS.551340, HS.561190, HS.62645, HTRA4, KIF27, LOC388397, LOC440456, LOC641705, LOC642109, LOC642393, LOC643831, LOC644144, LOC644297, LOC647606, LOC649639, LOC653197, LOC653352, LOC653468, LOC653800, LOC653980, LOC727948, LOC729008, LRRC37A, MAX, MRFAP1L1, PLGLA, PMS2CL, PMS2L2, POGZ, PRDM1, RNF19A, UCP3, ZNF326, ZNF563, ZNF565"
M16.34,A36,Gene transcription,"ABCC13, AKAP9, AKT1S1, ANK1, ANKRD9, BPGM, C17ORF76, C19ORF45, C6ORF106, CTSE, DENND1A, DIP2A, DYRK3, DYRK3, FAM13A1, FLCN, FLJ25371, GJC2, GNA12, GYPA, HBE1, HIST3H2BB, HS.107801, HS.390407, HS.568705, KANK2, KIAA1804, LIMS1, LOC388931, LOC388931, LOC400174, LOC401002, LOC440456, LOC641972, MAOA, MCART1, MGC13057, MGC33894, MSI2, MYL4, PAGE2, PIP5K1B, RHCE, RN7SK, SEC14L4, SGOL1, SLC14A1, SLC6A10P, SNX15, SOX6, ST6GALNAC4, SUZ12P, SYF2, TGM2, TP53BP2, TRIM10, TRIM10, TSPAN7, USP12"
M16.35,A15,TBD,"ADAM17, AFMID, AMFR, ANKRD36, ATP2B4, BANP, C19ORF6, COG5, CSNK1A1, CSNK1G2, CTDSP1, DNA2, EDNRB, GABBR1, GRIPAP1, GSDM1, HS.207604, HS.28170, HS.516420, HS.570636, HS.575085, HS.581234, KIAA1666, KRT9, LOC441763, LOC644739, LOC646508, LYZ, MACF1, MED15, MEF2A, MLL3, MTMR2, NBPF1, NBPF20, NOL10, PPID, PSMA1, RIPK5, RNF13, SLC23A1, SLC2A11, SLC6A13, SLC9A4, SMPD1, SNORD33, SNX6, TAF1, TEAD2, TES, TMEM159, TMEM34, TMLHE, USF1, ZDHHC13"
M16.36,A5,Gene transcription,"ADH5, AK5, ALDH6A1, ARSK, B3GNT6, BCKDHB, C2ORF15, CAMSAP1L1, CD302, CHEK2, CNN3, DJ222E13.2, DNAJC10, DPYSL4, DYNC2LI1, EBAG9, ELL3, FBLN7, FKBP3, GLT8D1, HS.449276, HS.511717, HSF5, KANK1, KIAA1324L, LIMS2, LIN7B, LOC440145, LOC550112, LOC730273, LRRC56, MMP28, NOG, NRCAM, OGG1, OPA3, PPHLN1, PRKDC, PTPRK, RAB30, RMND1, RTN4, SNORD32A, SNORD36C, SNX25, SSPN, TAF4B, TMEM107, XRN2, ZFP14, ZNF184, ZNF485, ZNF551, ZNF566"
M16.37,A33,TBD,"ABCA2, APAF1, BAG4, BCAT1, C14ORF24, C16ORF69, C19ORF35, C6ORF128, CCDC17, CD177, COL7A1, CTRC, CYFIP1, DAAM2, GPER, GPER, GRB10, GRB10, HIST2H2AB, HOOK3, HOOK3, HS.137078, HS.30972, HS.31961, HS.374832, HS.402146, HS.537779, HS.549784, HS.559604, HS.579631, HYAL2, IER5L, IFNA10, INCA, KCMF1, LOC647121, MPP7, MXRA7, PAQR6, PAQR6, PDLIM7, PFKFB2, PFKFB2, PGM5, PVR, SEC61A2, SERPINA1, SLC25A29, ST14, ST6GALNAC3, TCF7L2, THRAP3, TRAF7"
M16.38,A15,TBD,"ADAM28, ANKAR, ANKFY1, BDP1, C8ORF44, CLN8, EDN1, EIF5, FAM118A, FLJ37396, GGTL3, GOSR2, HBS1L, HS.202475, HS.259679, HS.282467, HS.28705, HS.374420, HS.377257, HS.427242, HS.518414, HS.555947, HS.560896, HS.561915, LAT1-3TM, LOC440350, LOC441066, LOC642393, LOC642701, LOC643985, LOC644670, LOC646100, LOC647135, LOC653471, LOC653853, LOC91664, MGC16121, MYH3, PHACS, POLR2J4, PPARGC1B, RALGPS2, RUNDC2A, SFMBT2, SIRT5, SLC5A3, SNORD38A, SUZ12P, TAF15, TRMU, TTN, ZNF432"
M16.39,A8,TBD,"ANKRD41, ARFRP1, BOLA2, BTNL2, CALB2, CCDC51, CELSR1, CGI-96, DEFB119, DLGAP2, DOK2, DPP7, DUSP26, FIZ1, GLTPD1, HEXIM2, HS.495041, HS.511718, KBTBD4, KCTD15, LOC284194, LOC389816, LOC641788, LOC645442, LOC649169, LOC649571, LRRC26, MATK, MEI1, MGC72080, NCAPH2, PDGFRA, PHYH, POMC, PPP2R2D, PRPF6, PSCD2, PSMD9, PYGO2, RNF126P1, SERPINF1, SGTA, SLC3A2, SNF1LK, SPRYD4, SSSCA1, STAG3, TMEM191B, TMEM93, ZDHHC1, ZNF512B, ZXDB"
M16.40,A7,Monocytes,"ACTN1, AKR1D1, ALOX5AP, ALS2CR2, ARHGEF3, ATP5B, C14ORF153, C22ORF13, CAPNS1, CCL5, CD14, CD37, CD68, CMTM2, EEF1D, EIF3K, FGL2, FOXO3, GAPDH, GIMAP7, GRINA, HCG4, IGLL1, ISCU, LDHB, LOC388588, LOC389599, LOC400721, LOC442454, LOC647856, LOC648210, LOC648249, LOC652616, LST1, NCF1, NDUFA3, NINJ1, OPTN, PIP5K2A, PLEK, POFUT1, PRDM1, RBX1, RPL10A, SFRS6, SLA, SORL1, TMEM154, TNIP1, UCP2, WDR40A"
M16.41,A2,TBD,"ALDOC, ATP2A2, C11ORF24, C16ORF53, C7ORF44, C8ORF53, CCDC101, CHD1L, CIRBP, CLCN6, CNOT2, DVL2, GNB2L1, HMG1L1, IFI6, LCMT1, LEMD2, LOC143543, LOC391356, LOC440927, LOC643284, LOC645317, LOC647000, LOC647000, LOC653314, LRRC8D, NUTF2, OTUB1, OXA1L, PEX5, POMT1, PQBP1, PQBP1, RER1, RNF126, RNF41, RPL37A, RPS16, RPS27, SEC11C, SNRPB2, TBL2, TCEAL8, TIMM8B, TMEM185A, TUBB, TYW1, UBE2Z, YAF2, ZNRD1"
M16.42,A3,TBD,"AASDHPPT, ABHD6, ACSL5, AHCYL2, ANKRD20A1, BCCIP, BCS1L, BRD1, BZRAP1, C17ORF56, C2ORF44, C9ORF102, CCDC132, CHD6, CREBZF, CRYGS, CTDSPL2, DGCR8, DIABLO, FBXO21, GNRH1, GSS, HS.158923, HS.231861, HS.254006, HS.37648, HS.403972, HS.47995, HS.522924, ILVBL, ITGA6, KCTD6, LIAS, LINS1, LOC284023, LOC642035, LOC730358, LONP2, NDUFS1, PID1, PRPF4B, PTPN22, RAD9A, REC8, TAF1C, TAF5, YDJC, ZNF101, ZNF526, ZNF654"
M16.43,A4,Gene transcription,"AP1S1, ATN1, ATRN, C11ORF60, C18ORF1, C1ORF186, C20ORF117, CA11, CD22, CIDECP, CLDN9, DGCR6, DPP3, DYRK1B, DYRK1B, ENG, F11R, FDX1, FOLR2, GCS1, GSTM1, GSTM4, ITPKC, JMJD4, JOSD2, LGMN, LOC440313, LOC440895, LOC642250, LOC644852, LOC729486, MRPL2, NARG2, P76, PRR7, PTPN23, PTPN9, RIN1, RNF135, RPL36A, RPS6KA2, RPS6KA3, S100A2, SEMA4G, SPNS3, SPPL2B, SYVN1, TSPAN4, ZNF517"
M16.44,A33,Protein synthesis,"ABHD5, ACTN4, ACTR10, C14ORF4, C1ORF43, CAPZA1, CD302, CHST13, CHURC1, CISD1, CKAP4, CLEC7A, CLEC7A, CLIP1, CSAD, CYBRD1, DAPP1, DUSP3, EIF4E3, ERGIC1, FAM126B, FKBP1A, HIST1H2BD, HS.333764, HS.520591, KBTBD11, KPNA6, LOC643313, LOC651738, MANSC1, MAPK3, MAX, MYO5A, NFIL3, PGLYRP1, PSTPIP2, PTAFR, PTPRC, RBMS1, RBP7, SAMSN1, SEMA4A, SMG7, SPPL2A, SULF2, TCN1, TGFA, TREM1, USP32"
M16.45,A3,TBD,"AARS2, ACTR5, ANKRD36B, C6ORF70, CCDC130, CHKB, DKFZP586I1420, EXOSC10, HNRPR, HS.154336, HS.193784, HS.520349, HS.561735, HS.561844, ILF3, KNTC1, KRIT1, MARCH3, METT11D1, MGC3207, MLL, MLLT10, NSD1, NSUN5, NVL, PEX1, PML, PPP1R3E, PRICKLE1, RICS, RORA, SPTBN1, STIM2, TAGAP, TCERG1, TCF4, TEX10, TFB1M, TSPAN32, TUBGCP6, VAV1, VEZT, VPS13A, VPS13A, ZBTB40, ZCCHC8, ZMYND8, ZNF26"
M16.46,A26,TBD,"ALPPL2, ARMC6, ATG12, C11ORF51, C12ORF5, C14ORF80, C7ORF20, CCDC32, CCDC43, CEPT1, CNGB1, CTRL, DHX35, DHX8, DNAJC17, ECOP, EEF1B2, FAM98C, FDPS, FIP1L1, GTF3C2, HS.192784, JMJD6, KIAA0586, LAMC1, LOC130074, LOC643035, LOC644310, LRCH3, LZIC, MED26, NR1H3, NUCKS1, PRAMEF5, PSAT1, PSMD13, PTPRA, PTTG2, RHBDF2, RPS29, RRBP1, SEC24B, SNRPD3, TM9SF1, TOM1L2, TRIM5, TSC2, ZNF576"
M16.47,A18,TNF,"B3GAT1, BIRC4, C10ORF118, C6ORF25, CASC1, CCDC147, DDX19-DDX19L, FAM20C, FAS, FLJ45256, FSTL4, FUZ, HS.131188, HS.156574, HS.282397, HS.390542, HS.542805, HS.552203, HS.565250, HS.574008, HS.574968, IL3RA, KCNQ3, LAMA3, LOC286310, LOC727848, MOBK1B, OR2A5, OSBPL1A, PHKA1, POLR2J3, PPIF, PRAF2, PRR13, RAB13, ROM1, RPPH1, SCRIB, SLC28A1, SLC7A9, STAR, SULT1A2, THRA, TMEM207, TRAIP, WDR21B, XKR3"
M16.48,A21,TBD,"ACTRT1, BAIAP2, C10ORF30, C10ORF64, C22ORF23, CASP3, CCNT2, DIXDC1, DMD, EPHA10, FAM155B, GNAT1, HCN4, HS.540289, HS.548045, HS.575473, KLF15, LBH, LILRB2, LOC391475, LOC401056, LOC442711, LOC554223, LOC641860, LOC642399, LOC643665, LOC646562, LOC647741, LOC649044, LOC651680, LOC654187, LOC728229, MAPK4, MAZ, MDGA1, NOC4L, OPRM1, OR2W5, RAMP2, RPS6KL1, RSPO2, RXRG, SLC2A11, TGFB3, USP41, VAX2, ZNF682"
M16.49,A25,Inflammation,"AMY1B, AMY2B, BTN2A1, C9ORF72, CCNYL1, CCR2, CLEC12A, CTBP2, FAM108B1, FBXO3, FLJ13611, FUSIP1, GALC, GCC2, GPR89A, IHPK2, IL8, ING4, INTS4, LAIR1, LOC644584, LOC648189, LOC650155, LOC653663, LOC730995, MDM4, MRPL30, NEDD1, P2RY14, PHC3, PIAS2, PREI3, PRIM2A, PRKACB, RECQL, RWDD3, SCAMP1, SF3B1, SLC39A6, ST8SIA4, TCEA1, TRIM23, UTS2, UTS2, ZMYM5, ZNF654"
M16.50,A4,Protein modification,"BEGAIN, C16ORF62, C1ORF216, C6ORF162, CACNA2D2, CAMK2N1, CENTG2, CLEC11A, COLQ, CRSP6, CXCR7, DNHD1, DNHD2, DUSP8, EPB41L2, FAM118B, FGFRL1, HEMK1, HRK, HS.508682, HS.559008, LARGE, LOC641518, LOC643624, LOC652541, MMAB, MVD, NOTCH2NL, NPHP4, PDGFD, PDZD4, PFDN6, PMEPA1, PTPRM, ROBO3, SASH1, SERAC1, SERINC5, SIGLECP3, SLC25A45, SOX13, STAG3L4, TLE2, TRIM3, TYSND1"
M16.51,A33,Protein synthesis,"ABHD2, ADM2, C22ORF9, C9ORF167, CAPG, DDAH2, GIYD1, GRAMD1A, HIST1H1C, HIST1H2BK, HLA-C, HMGN2, HRB, HS.311855, HS.473255, KIAA0261, LOC641798, LOC644162, LOC645609, LOC653888, LYPLA2, MAGEL2, MAPKAPK2, MFAP3, MLX, MOBKL2A, MPST, MRPL28, NRBP1, PHF23, PRDX6, PSENEN, PURG, PXK, SEC24C, SHMT1, SLC43A3, SP1, SULT1A3, THBS3, TMED1, TRIM29, TUBA1A"
M16.52,A20,Lymphocyte,"ABHD7, ADPRH, AOC3, B4GALT2, BCR, C14ORF1, C14ORF119, CD300LG, CHD3, CREB3, CTGLF4, DEDD, EFNA4, FAM53B, FBXO42, FLJ46836, GOLGA7, HIG2, HTATIP, HTR6, IGF2BP1, LHFPL1, LOC442582, LSR, MDFI, NEDD9, PAIP2, PES1, PLK3, QSER1, RNF122, RNF38, RRAGB, SEPT12, SPA17, SPIN2B, TAGLN, TRIM62, TRPS1, TXN2, UXS1, ZBTB6, ZNF766"
M16.53,A8,TBD,"ACOT1, AHDC1, C10ORF125, CDK5R1, CPNE5, FAM86C, FLJ33590, GIYD1, GIYD2, KIAA1271, LOC648581, LOC650020, LOC652734, LOC653204, LOC728452, LOC729196, LYPLA2P1, MGAT4B, NBL1, NPDC1, PCK2, PLEKHG1, POMZP3, PPP2R5D, PRCC, PRKCSH, RAG1AP1, RFNG, SH2D2A, SSBP4, TAF6, TARS2, TBC1D17, TMC8, TMEM16H, TMEM189-UBE2V1, TOR2A, TP53, TTC7A, TUBG1, UNC119, ZNF493"
